 15.
       0.0      6.20   3.580
      16.0      6.20   3.580  CONR
      16.0      6.70   3.870      
      40.0      6.70   3.870  MOHO
      40.0      8.10   4.60       
      55.0      8.10   4.60
      55.0      8.23   4.68
     210.0      8.23   4.68
